age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
27,No,non_travel,research_&_development,9,3,medical,218,4,Male,57,3,1,research_scientist,2.0,divorced,2024.0,6,No,18,3,4,1,6,1.0,1,2,2,2,2.0
28,No,rarely,research_&_development,21,3,medical,221,3,Male,42,3,1,research_scientist,4.0,married,2713.0,1,No,11,3,3,1,5,2.0,1,5,2,0,2.0
57,No,rarely,research_&_development,24,2,life_sciences,223,3,Male,83,4,3,healthcare_representative,4.0,divorced,9439.0,3,Yes,16,3,2,1,12,2.0,1,5,3,1,4.0
27,No,non_travel,research_&_development,3,3,medical,224,3,Male,79,2,1,research_scientist,3.0,divorced,2566.0,1,Yes,15,3,4,1,1,3.0,2,1,1,0,1.0
50,No,rarely,research_&_development,11,3,life_sciences,226,3,Female,53,3,5,manager,2.0,single,4907.0,3,No,15,3,2,0,21,5.0,3,5,4,4,4.0
41,No,rarely,research_&_development,14,3,life_sciences,227,1,Male,56,3,1,research_scientist,3.0,divorced,2451.0,4,No,12,3,1,1,13,2.0,3,9,8,1,8.0
30,No,rarely,sales,5,3,life_sciences,228,2,Female,41,3,3,sales_executive,4.0,married,9419.0,2,No,12,3,3,1,12,2.0,3,10,9,7,4.0
38,No,rarely,sales,1,4,life_sciences,230,1,Female,59,2,2,sales_executive,4.0,single,8686.0,4,No,22,4,3,0,12,2.0,4,8,3,0,7.0
32,No,rarely,research_&_development,6,5,life_sciences,231,3,Male,43,3,1,research_scientist,3.0,single,3038.0,3,No,20,4,1,0,8,2.0,3,5,4,1,4.0
27,No,rarely,research_&_development,17,3,technical_degree,233,3,Male,51,3,1,research_scientist,2.0,Desconocido,3058.0,0,Yes,16,3,4,1,6,3.0,2,5,2,1,1.0
19,Yes,frequently,sales,1,1,technical_degree,235,3,Female,100,1,1,sales_representative,1.0,single,2325.0,0,No,21,4,1,0,1,5.0,4,0,0,0,0.0
36,No,rarely,research_&_development,3,2,medical,238,4,Male,30,3,1,laboratory_technician,2.0,single,2088.0,4,No,12,3,3,0,13,3.0,2,8,7,7,2.0
30,No,non_travel,research_&_development,9,3,medical,239,3,Male,66,3,2,laboratory_technician,1.0,divorced,3072.0,1,No,11,3,3,2,12,3.0,3,12,9,6,4.068783068783069
45,No,rarely,sales,4,2,other,240,3,Female,30,3,2,sales_executive,1.0,Desconocido,5006.0,4,Yes,11,3,1,1,9,3.0,4,5,4,0,3.0
56,No,rarely,research_&_development,8,3,life_sciences,241,3,Female,67,3,1,research_scientist,1.0,divorced,4257.0,4,Yes,18,3,3,1,19,3.0,3,2,2,2,2.0
33,No,rarely,research_&_development,2,3,life_sciences,242,3,Male,90,3,1,research_scientist,4.0,single,2500.0,0,No,14,3,1,0,4,2.0,4,3,1,0,2.0
19,Yes,rarely,research_&_development,2,3,life_sciences,243,2,Male,47,2,1,laboratory_technician,4.0,single,1102.0,1,No,22,4,3,0,1,3.0,2,1,0,1,0.0
46,No,rarely,sales,1,2,marketing,244,2,Female,92,3,3,sales_executive,1.0,divorced,10453.0,1,No,25,4,3,3,24,2.0,3,24,13,15,7.0
38,No,rarely,research_&_development,9,2,life_sciences,245,3,Female,75,3,1,laboratory_technician,4.0,single,2288.0,1,No,12,3,3,0,2,3.0,3,2,2,2,1.0
31,No,rarely,research_&_development,12,1,medical,246,3,Female,95,3,1,research_scientist,4.0,married,3929.0,8,Yes,23,4,3,1,7,0.0,3,4,2,0,2.0
36,No,rarely,research_&_development,27,2,medical,247,4,Female,95,3,1,research_scientist,2.0,single,2311.0,2,No,15,3,4,0,9,3.0,3,3,2,1,2.0
41,Yes,rarely,sales,20,2,marketing,248,2,Female,70,3,1,sales_representative,2.0,single,4907.0,1,Yes,22,4,4,0,4,5.0,2,4,3,0,2.0
50,No,rarely,research_&_development,1,3,medical,249,3,Male,86,2,1,laboratory_technician,3.0,married,3690.0,2,No,15,3,4,1,5,2.0,2,3,2,0,2.0
53,No,rarely,research_&_development,13,2,medical,250,4,Female,57,4,2,manufacturing_director,1.0,divorced,4450.0,1,No,11,3,3,2,5,3.0,3,4,2,1,3.0
33,No,rarely,research_&_development,14,3,medical,252,4,Female,72,3,1,research_scientist,2.0,Desconocido,2756.0,1,No,13,3,4,1,8,5.0,3,8,7,1,6.0
40,No,rarely,research_&_development,4,1,medical,253,4,Female,46,3,5,manager,3.0,married,19033.0,1,No,14,3,2,1,21,2.0,3,20,8,9,9.0
55,No,rarely,research_&_development,14,4,other,254,3,Male,61,4,5,research_director,2.0,single,18722.0,8,No,11,3,4,0,36,3.0,3,24,15,2,15.0
34,No,frequently,research_&_development,2,1,life_sciences,256,4,Male,45,2,2,manufacturing_director,3.0,Desconocido,9547.0,1,No,17,3,3,0,10,2.0,2,10,9,1,9.0
51,No,rarely,research_&_development,3,3,medical,258,4,Female,98,3,4,healthcare_representative,2.0,single,13734.0,3,No,18,3,3,0,21,6.0,3,7,7,1,0.0
52,No,rarely,research_&_development,1,4,life_sciences,259,3,Male,65,2,5,manager,3.0,married,19999.0,0,No,14,3,1,1,34,5.0,3,33,18,11,9.0
27,No,rarely,research_&_development,9,3,medical,260,4,Female,99,3,1,research_scientist,2.0,single,2279.0,1,No,16,3,4,0,7,2.0,2,7,7,0,3.0
35,Yes,rarely,research_&_development,23,2,life_sciences,261,2,Male,50,2,2,manufacturing_director,3.0,married,5916.0,3,Yes,13,3,1,0,8,1.0,3,1,0,0,4.068783068783069
43,No,non_travel,research_&_development,7,3,medical,262,4,Male,37,4,1,research_scientist,4.0,divorced,2089.0,4,No,14,3,4,3,7,3.0,4,5,4,2,2.0
45,No,non_travel,research_&_development,2,2,medical,264,1,Male,65,2,4,manager,4.0,Desconocido,16792.0,9,No,23,4,4,1,22,1.0,3,20,8,11,8.0
37,No,rarely,research_&_development,21,3,life_sciences,267,2,Male,65,4,1,research_scientist,1.0,married,3564.0,1,Yes,12,3,1,1,8,3.0,2,8,7,1,7.0
35,No,frequently,research_&_development,2,3,medical,269,2,Female,37,3,2,laboratory_technician,2.0,single,4425.0,5,No,11,3,4,0,10,5.0,3,6,2,1,2.0
42,No,non_travel,research_&_development,21,2,medical,270,3,Female,36,3,2,manufacturing_director,3.0,divorced,5265.0,2,No,16,3,2,1,11,5.0,3,5,3,0,2.0
38,No,rarely,research_&_development,2,4,life_sciences,271,4,Male,88,3,2,manufacturing_director,3.0,married,6553.0,9,No,14,3,2,0,14,3.0,3,1,0,0,0.0
38,No,rarely,research_&_development,29,3,technical_degree,273,4,Male,54,3,2,manufacturing_director,4.0,married,6261.0,3,No,18,3,1,1,9,3.0,1,7,7,1,7.0
27,No,frequently,research_&_development,1,1,technical_degree,274,3,Male,60,2,2,manufacturing_director,1.0,married,4298.0,5,No,19,3,3,1,6,1.0,3,2,2,2,0.0
49,No,non_travel,research_&_development,18,4,other,275,4,Male,92,3,2,manufacturing_director,4.0,divorced,6804.0,1,Yes,15,3,1,2,7,0.0,3,7,7,1,7.0
34,No,frequently,research_&_development,10,4,medical,277,4,Male,43,3,1,research_scientist,3.0,Desconocido,3815.0,1,Yes,17,3,4,1,5,4.0,4,5,3,2,0.0
40,No,rarely,research_&_development,19,2,medical,281,3,Male,99,3,2,laboratory_technician,4.0,married,2741.0,8,Yes,15,3,3,1,15,2.0,4,7,2,3,7.0
38,Yes,rarely,research_&_development,29,1,medical,282,2,Male,70,3,2,healthcare_representative,1.0,married,6673.0,7,Yes,19,3,2,0,17,2.0,3,1,0,0,0.0
29,Yes,rarely,sales,27,3,marketing,283,2,Female,35,3,3,sales_executive,4.0,married,7639.0,1,No,22,4,4,3,10,3.0,2,10,4,1,9.0
22,No,rarely,research_&_development,5,3,life_sciences,284,4,Male,60,4,1,research_scientist,2.0,divorced,2328.0,1,Yes,16,3,1,1,4,2.0,2,4,2,2,2.0
36,No,frequently,research_&_development,18,1,medical,286,2,Female,73,3,1,laboratory_technician,4.0,single,2153.0,1,No,13,3,1,0,8,2.0,3,8,1,1,7.0
40,No,non_travel,research_&_development,9,5,life_sciences,287,4,Male,63,2,2,healthcare_representative,4.0,married,4876.0,9,No,14,3,4,1,5,5.0,1,3,2,0,2.0
46,No,rarely,research_&_development,1,4,medical,288,4,Male,97,3,3,healthcare_representative,1.0,divorced,9396.0,7,No,16,3,3,1,17,3.0,3,4,2,0,3.0
32,Yes,rarely,sales,4,4,medical,291,4,Male,32,1,3,sales_executive,4.0,married,10400.0,1,No,11,3,3,0,14,3.0,2,14,8,9,8.0
30,No,rarely,research_&_development,1,1,life_sciences,292,3,Male,88,2,3,manufacturing_director,3.0,single,8474.0,1,No,22,4,3,0,12,2.0,3,11,8,5,8.0
27,No,frequently,sales,20,3,other,293,4,Female,90,3,2,sales_executive,3.0,single,9981.0,1,No,14,3,4,0,7,2.0,3,7,7,0,7.0
51,No,rarely,research_&_development,8,4,life_sciences,296,2,Male,81,2,3,research_director,2.0,married,12490.0,5,No,16,3,4,2,16,5.0,1,10,9,4,7.0
30,Yes,rarely,research_&_development,3,3,technical_degree,297,4,Female,88,3,1,research_scientist,1.0,single,2657.0,5,Yes,11,3,3,0,8,5.0,3,5,2,0,4.068783068783069
41,No,rarely,sales,6,3,life_sciences,298,4,Female,75,3,3,manager,4.0,single,13591.0,3,Yes,18,3,3,0,16,3.0,3,1,0,0,0.0
30,Yes,frequently,sales,26,4,marketing,299,3,Female,52,2,2,sales_executive,1.0,single,6696.0,5,No,15,3,3,0,9,5.0,2,6,3,0,1.0
29,Yes,rarely,research_&_development,1,3,technical_degree,300,3,Male,85,3,1,research_scientist,3.0,single,2058.0,0,No,14,3,4,0,7,1.0,2,6,2,1,5.0
45,No,non_travel,sales,6,3,medical,302,4,Female,57,2,3,sales_executive,4.0,single,8865.0,6,No,12,3,4,0,23,2.0,3,19,7,12,8.0
54,No,rarely,sales,3,3,marketing,303,4,Female,52,3,2,sales_executive,1.0,married,5940.0,2,No,14,3,4,1,16,4.0,3,6,2,0,5.0
36,No,rarely,research_&_development,5,2,life_sciences,304,4,Male,62,3,2,laboratory_technician,2.0,single,5914.0,8,No,16,3,4,0,16,3.0,4,13,11,3,7.0
33,No,rarely,research_&_development,4,4,medical,305,3,Female,47,2,1,research_scientist,2.0,married,2622.0,6,No,21,4,4,0,7,3.0,3,3,2,1,1.0
37,No,frequently,research_&_development,11,3,other,306,2,Male,47,3,3,research_director,4.0,divorced,12185.0,1,Yes,14,3,3,3,10,1.0,3,10,8,0,7.0
38,No,rarely,sales,3,3,life_sciences,307,1,Male,76,3,3,sales_executive,3.0,Desconocido,10609.0,0,No,12,3,3,2,17,6.0,2,16,10,5,13.0
36,No,non_travel,research_&_development,1,4,medical,308,3,Male,90,1,2,manufacturing_director,3.0,married,4345.0,0,No,12,3,4,1,6,2.0,3,5,4,1,4.0
59,No,rarely,research_&_development,3,3,life_sciences,309,3,Male,70,2,1,research_scientist,4.0,married,2177.0,3,No,17,3,1,1,7,6.0,3,1,0,0,0.0
37,No,frequently,sales,4,4,marketing,311,1,Male,41,3,1,sales_representative,4.0,divorced,2793.0,4,No,17,3,3,1,13,2.0,3,9,8,5,8.0
29,No,frequently,sales,1,1,medical,312,2,Female,42,3,3,sales_executive,4.0,married,7918.0,1,No,14,3,4,1,11,5.0,3,11,10,4,1.0
35,No,frequently,sales,1,3,marketing,314,3,Female,92,3,3,sales_executive,3.0,single,4907.0,1,No,14,3,1,0,10,3.0,4,10,7,0,8.0
29,Yes,rarely,research_&_development,18,1,medical,315,3,Male,86,2,1,research_scientist,4.0,single,2389.0,1,Yes,13,3,3,0,4,3.0,2,4,3,0,1.0
52,No,rarely,research_&_development,2,3,life_sciences,316,3,Female,89,2,1,laboratory_technician,4.0,single,3212.0,7,No,15,3,2,0,6,3.0,2,2,2,2,2.0
42,No,rarely,research_&_development,4,2,technical_degree,319,3,Male,58,3,5,manager,4.0,married,19232.0,1,No,11,3,4,0,22,3.0,3,22,17,11,4.068783068783069
59,No,rarely,human_resources,6,2,medical,321,2,Male,52,3,1,human_resources,3.0,married,2267.0,8,No,17,3,4,0,7,2.0,2,2,2,2,2.0
50,No,rarely,sales,1,4,medical,323,4,Female,68,3,5,manager,4.0,divorced,19517.0,3,No,11,3,3,1,32,3.0,2,7,0,0,6.0
33,Yes,rarely,research_&_development,14,3,medical,325,3,Male,58,3,1,laboratory_technician,4.0,married,2436.0,5,Yes,13,3,3,1,8,2.0,1,5,4,0,4.0
43,No,rarely,sales,16,3,marketing,327,4,Female,80,3,4,manager,4.0,married,16064.0,5,Yes,22,4,3,1,22,3.0,3,17,13,1,9.0
33,Yes,rarely,research_&_development,2,2,life_sciences,328,1,Female,39,3,1,laboratory_technician,1.0,married,2707.0,7,No,20,4,1,0,13,3.0,4,9,7,1,7.0
36,No,non_travel,sales,2,4,life_sciences,329,1,Male,79,2,5,manager,3.0,single,19068.0,1,Yes,18,3,4,0,33,2.0,4,33,7,15,4.068783068783069
32,No,rarely,sales,4,2,life_sciences,330,3,Female,56,3,1,sales_representative,2.0,married,3931.0,2,No,11,3,1,1,6,5.0,3,4,3,1,2.0
32,Yes,rarely,research_&_development,1,3,other,331,4,Male,62,2,1,laboratory_technician,3.0,Desconocido,3730.0,0,Yes,14,3,4,0,4,2.0,1,3,2,1,2.0
39,No,rarely,research_&_development,1,4,medical,332,3,Female,96,3,1,laboratory_technician,3.0,Desconocido,2232.0,7,No,14,3,3,3,7,1.0,3,3,2,1,2.0
32,No,non_travel,sales,26,4,marketing,333,3,Male,100,3,2,sales_executive,4.0,married,4465.0,0,No,18,3,1,0,4,2.0,3,3,2,2,2.0
41,No,rarely,research_&_development,19,2,life_sciences,334,3,Male,36,3,2,research_scientist,1.0,divorced,3072.0,2,No,16,3,1,2,17,2.0,2,1,0,0,0.0
40,No,rarely,research_&_development,24,2,technical_degree,335,1,Male,62,3,2,research_scientist,4.0,divorced,3319.0,1,No,17,3,1,2,9,3.0,3,9,8,4,7.0
45,No,rarely,research_&_development,1,3,other,336,3,Male,70,4,5,manager,4.0,married,19202.0,0,No,11,3,3,1,25,2.0,3,24,0,1,7.0
31,No,frequently,research_&_development,3,4,medical,337,2,Male,73,3,3,research_director,3.0,Desconocido,13675.0,9,No,12,3,1,1,9,3.0,3,2,2,2,2.0
33,No,rarely,research_&_development,5,4,life_sciences,338,3,Female,63,2,1,research_scientist,4.0,married,2911.0,1,No,13,3,3,1,2,2.0,2,2,2,0,2.0
34,No,rarely,research_&_development,2,4,life_sciences,339,4,Male,84,2,2,manufacturing_director,1.0,married,5957.0,6,No,13,3,2,1,13,3.0,3,11,9,5,9.0
37,No,rarely,research_&_development,1,2,medical,340,3,Female,83,2,1,research_scientist,1.0,married,3920.0,2,No,14,3,1,1,17,2.0,2,3,1,0,2.0
45,No,frequently,research_&_development,7,4,life_sciences,341,1,Male,77,4,2,manufacturing_director,3.0,Desconocido,6434.0,4,No,17,3,4,1,9,1.0,3,3,2,0,2.0
37,Yes,rarely,research_&_development,10,3,medical,342,1,Male,61,3,3,manufacturing_director,3.0,divorced,10048.0,6,No,11,3,2,2,17,5.0,3,1,0,0,0.0
39,No,frequently,research_&_development,2,4,technical_degree,343,3,Female,64,3,3,healthcare_representative,3.0,single,10938.0,0,No,25,4,4,0,20,1.0,3,19,6,11,8.0
29,No,rarely,research_&_development,15,3,life_sciences,346,3,Male,60,3,1,research_scientist,4.0,single,2340.0,1,No,19,3,1,0,6,1.0,3,6,5,1,5.0
42,No,rarely,research_&_development,17,2,life_sciences,347,4,Female,82,4,2,research_scientist,1.0,single,6545.0,3,Yes,13,3,3,0,10,1.0,3,3,2,0,2.0
29,No,rarely,sales,20,2,marketing,349,4,Male,45,3,2,sales_executive,4.0,divorced,6931.0,2,No,14,3,4,1,10,2.0,3,3,2,0,2.0
25,No,rarely,research_&_development,1,3,life_sciences,350,1,Female,62,3,2,manufacturing_director,3.0,married,4898.0,0,No,12,3,4,2,5,3.0,3,4,2,1,2.0
42,No,rarely,research_&_development,2,3,medical,351,4,Female,56,2,1,laboratory_technician,1.0,divorced,2593.0,0,Yes,11,3,3,1,10,4.0,3,9,6,7,8.0
40,No,rarely,research_&_development,2,2,medical,352,1,Male,49,3,5,research_director,3.0,divorced,19436.0,0,No,19,3,4,1,22,5.0,3,21,7,3,4.068783068783069
51,No,rarely,research_&_development,1,3,life_sciences,353,3,Male,96,3,1,research_scientist,4.0,married,2723.0,1,No,11,3,2,0,1,0.0,2,1,0,0,0.0
36,Yes,frequently,research_&_development,29,2,medical,355,3,Male,71,2,1,laboratory_technician,2.0,single,3479.0,0,No,11,3,2,0,6,2.0,4,5,4,1,4.0
32,No,frequently,research_&_development,7,3,life_sciences,359,2,Male,100,4,1,laboratory_technician,2.0,married,2794.0,1,No,20,4,3,0,5,3.0,1,5,1,0,3.0
38,No,rarely,sales,2,2,life_sciences,361,4,Male,39,2,2,sales_executive,4.0,married,5249.0,3,No,18,3,4,1,13,0.0,3,8,7,7,5.0
32,No,rarely,research_&_development,2,1,other,362,4,Male,84,2,2,laboratory_technician,1.0,single,2176.0,4,No,13,3,4,0,9,5.0,3,6,2,0,4.0
46,No,rarely,sales,2,3,technical_degree,363,3,Female,75,1,4,manager,2.0,married,16872.0,3,Yes,12,3,2,1,28,2.0,2,7,7,7,7.0
28,Yes,rarely,research_&_development,2,4,life_sciences,364,1,Male,79,3,1,laboratory_technician,3.0,single,3485.0,2,No,11,3,3,0,5,5.0,1,0,0,0,0.0
29,No,rarely,sales,2,3,medical,366,1,Male,78,2,2,sales_executive,2.0,married,6644.0,2,No,19,3,2,2,10,2.0,3,0,0,0,0.0
31,No,rarely,research_&_development,23,3,medical,367,2,Male,64,2,2,healthcare_representative,4.0,married,5582.0,0,No,21,4,2,1,10,2.0,3,9,0,7,8.0
25,No,non_travel,research_&_development,5,2,life_sciences,369,2,Male,85,4,2,healthcare_representative,1.0,divorced,4000.0,1,No,12,3,4,2,6,2.0,3,6,3,1,5.0
45,No,rarely,research_&_development,20,2,medical,372,3,Male,79,3,4,healthcare_representative,4.0,married,13496.0,0,Yes,14,3,2,0,21,2.0,3,20,7,4,10.0
36,No,rarely,research_&_development,6,3,life_sciences,373,4,Male,47,3,1,laboratory_technician,4.0,married,3210.0,0,No,11,3,3,1,16,4.0,3,15,13,10,11.0
55,No,rarely,research_&_development,1,3,medical,374,4,Male,81,3,5,manager,1.0,single,19045.0,0,Yes,14,3,3,0,37,2.0,3,36,10,4,13.0
47,Yes,non_travel,research_&_development,29,4,life_sciences,376,1,Male,88,3,3,manager,2.0,married,11849.0,1,Yes,12,3,4,1,10,2.0,2,10,7,9,9.0
28,No,rarely,research_&_development,9,3,medical,377,4,Male,94,3,1,research_scientist,4.0,married,2070.0,1,No,23,4,4,1,5,3.0,2,5,2,0,4.0
37,No,rarely,sales,6,4,medical,378,3,Male,98,3,2,sales_executive,4.0,married,6502.0,4,No,14,3,2,1,7,3.0,4,5,4,0,1.0
21,No,rarely,research_&_development,3,2,medical,379,4,Male,100,2,1,research_scientist,3.0,single,3230.0,1,No,17,3,1,0,3,4.0,4,3,2,1,0.0
37,No,non_travel,research_&_development,1,4,medical,380,1,Female,80,3,3,research_director,4.0,divorced,13603.0,2,Yes,18,3,1,2,15,2.0,3,5,2,0,2.0
35,No,rarely,research_&_development,22,3,life_sciences,381,2,Female,71,4,3,manager,2.0,divorced,11996.0,7,No,18,3,2,1,10,6.0,2,7,7,6,2.0
38,No,rarely,sales,7,2,medical,382,1,Female,44,4,2,sales_executive,1.0,divorced,5605.0,1,Yes,24,4,3,1,8,3.0,3,8,0,7,7.0
36,No,frequently,research_&_development,1,3,life_sciences,384,3,Female,84,3,2,manufacturing_director,2.0,divorced,6397.0,1,No,20,4,1,1,6,6.0,1,6,5,1,4.0
50,No,rarely,research_&_development,4,1,life_sciences,385,1,Male,96,3,5,research_director,2.0,divorced,19144.0,3,No,14,3,1,2,28,4.0,2,10,4,1,6.0
53,No,rarely,research_&_development,3,4,medical,386,3,Male,45,3,4,research_director,3.0,Desconocido,17584.0,3,Yes,16,3,4,3,21,5.0,2,5,3,1,3.0
42,No,rarely,sales,1,1,life_sciences,387,2,Male,99,3,2,sales_executive,3.0,married,4907.0,1,No,25,4,3,0,20,3.0,3,20,16,11,6.0
36,No,frequently,sales,2,2,life_sciences,388,2,Male,44,3,2,sales_executive,4.0,Desconocido,4554.0,1,No,18,3,1,0,10,3.0,2,10,7,0,9.0
36,No,rarely,research_&_development,20,2,technical_degree,389,2,Male,37,3,2,laboratory_technician,4.0,married,5415.0,3,Yes,19,3,4,1,12,4.0,3,10,7,0,8.0
26,No,frequently,research_&_development,11,2,medical,390,1,Male,60,3,2,healthcare_representative,1.0,married,4741.0,1,Yes,13,3,3,1,5,3.0,3,5,3,3,3.0
37,No,rarely,research_&_development,1,3,life_sciences,391,4,Female,42,3,1,research_scientist,4.0,single,2115.0,1,No,12,3,2,0,17,3.0,3,17,12,5,7.0
44,Yes,frequently,research_&_development,24,3,life_sciences,392,4,Male,43,3,1,laboratory_technician,3.0,divorced,3161.0,3,Yes,22,4,4,1,19,0.0,1,1,0,0,0.0
38,No,rarely,research_&_development,23,4,life_sciences,393,4,Male,82,3,2,healthcare_representative,4.0,divorced,5745.0,9,No,14,3,2,1,10,2.0,3,2,2,1,2.0
26,Yes,rarely,research_&_development,16,4,medical,394,1,Male,45,3,1,laboratory_technician,2.0,divorced,2373.0,2,Yes,13,3,4,1,5,2.0,3,3,2,0,2.0
28,No,rarely,research_&_development,8,2,life_sciences,395,4,Female,66,3,1,research_scientist,4.0,single,3310.0,1,No,21,4,4,0,5,3.0,3,5,3,0,2.0
49,No,frequently,research_&_development,10,4,life_sciences,396,3,Female,35,3,5,research_director,1.0,single,18665.0,9,Yes,11,3,4,0,22,4.0,3,3,2,1,2.0
36,No,rarely,research_&_development,3,3,technical_degree,397,3,Male,30,3,2,research_scientist,2.0,single,4485.0,4,No,12,3,4,0,10,2.0,3,8,0,7,7.0
31,No,frequently,sales,5,3,marketing,399,4,Female,84,3,1,sales_representative,2.0,divorced,2789.0,1,No,11,3,3,1,2,5.0,2,2,2,2,2.0
26,Yes,rarely,sales,4,4,marketing,401,4,Male,48,2,2,sales_executive,4.0,single,5828.0,1,Yes,12,3,2,0,8,0.0,3,8,7,7,4.0
37,No,frequently,research_&_development,9,3,medical,403,2,Male,53,3,1,research_scientist,4.0,married,4907.0,1,Yes,12,3,3,3,4,3.0,2,4,2,1,2.0
42,No,frequently,sales,26,3,marketing,404,3,Female,77,3,4,sales_executive,2.0,married,13525.0,5,No,14,3,4,1,23,2.0,4,20,4,4,8.0
18,Yes,rarely,research_&_development,3,3,life_sciences,405,3,Male,54,3,1,laboratory_technician,3.0,single,1420.0,1,No,13,3,3,0,0,2.0,3,0,0,0,0.0
35,No,rarely,sales,16,3,marketing,406,3,Male,96,3,3,sales_executive,2.0,married,8020.0,0,No,15,3,3,2,12,3.0,2,11,9,6,9.0
36,No,frequently,research_&_development,18,4,life_sciences,407,3,Male,81,4,1,laboratory_technician,4.0,married,3688.0,4,No,18,3,4,2,4,2.0,3,1,0,0,0.0
51,No,rarely,research_&_development,2,3,medical,408,4,Male,84,1,2,manufacturing_director,2.0,divorced,5482.0,5,No,18,3,4,1,13,3.0,3,4,1,1,2.0
41,No,rarely,sales,2,4,life_sciences,410,4,Male,88,3,4,manager,2.0,single,16015.0,1,No,19,3,2,0,22,2.0,3,22,10,0,4.0
18,No,rarely,sales,10,3,medical,411,4,Female,69,2,1,sales_representative,3.0,single,1200.0,1,No,12,3,1,0,0,2.0,3,0,0,0,0.0
28,No,rarely,research_&_development,16,2,medical,412,2,Male,68,4,2,healthcare_representative,1.0,single,5661.0,0,No,19,3,3,0,9,2.0,3,8,3,0,7.0
31,No,rarely,sales,7,3,technical_degree,416,2,Male,100,4,2,sales_executive,4.0,married,6929.0,4,No,11,3,2,1,10,3.0,2,8,7,7,7.0
39,No,rarely,research_&_development,1,3,medical,417,3,Male,48,4,3,healthcare_representative,4.0,divorced,9613.0,0,No,17,3,1,3,19,5.0,2,18,10,3,7.0
36,No,non_travel,research_&_development,24,4,life_sciences,419,2,Female,47,3,2,laboratory_technician,2.0,Desconocido,5674.0,7,No,15,3,3,1,11,3.0,3,9,8,0,8.0
32,No,rarely,sales,7,3,life_sciences,420,4,Male,91,2,2,sales_executive,3.0,married,5484.0,1,No,14,3,3,1,13,3.0,2,13,8,4,8.0
38,No,rarely,research_&_development,25,2,life_sciences,421,1,Female,81,2,3,research_director,2.0,married,12061.0,3,No,17,3,3,1,19,3.0,3,10,8,0,1.0
58,No,non_travel,research_&_development,1,4,life_sciences,422,4,Male,32,1,2,healthcare_representative,3.0,divorced,5660.0,2,Yes,13,3,4,1,12,2.0,3,5,3,1,2.0
31,No,rarely,research_&_development,5,4,technical_degree,423,3,Male,86,3,1,research_scientist,4.0,married,4821.0,0,Yes,12,3,3,1,6,4.0,3,5,2,0,3.0
31,No,rarely,human_resources,2,3,human_resources,424,1,Male,62,2,2,human_resources,1.0,married,6410.0,3,No,12,3,4,0,9,1.0,3,2,2,1,0.0
45,No,frequently,research_&_development,7,3,life_sciences,425,1,Male,97,3,3,laboratory_technician,1.0,divorced,5210.0,1,No,18,3,1,1,24,2.0,3,24,9,9,11.0
31,No,rarely,research_&_development,2,4,life_sciences,426,3,Male,32,3,1,research_scientist,4.0,divorced,2695.0,0,Yes,18,3,2,1,3,2.0,1,2,2,2,2.0
33,No,frequently,research_&_development,5,4,life_sciences,428,4,Female,74,3,3,manager,2.0,married,11878.0,6,No,11,3,2,2,12,2.0,3,10,6,8,8.0
39,No,rarely,research_&_development,10,1,medical,429,3,Male,99,3,4,manager,1.0,married,17068.0,1,Yes,14,3,4,0,21,3.0,3,21,9,11,10.0
43,No,frequently,research_&_development,10,4,life_sciences,430,3,Female,33,3,1,laboratory_technician,4.0,Desconocido,2455.0,0,No,19,3,1,0,9,5.0,3,8,7,1,4.068783068783069
49,No,rarely,research_&_development,1,2,technical_degree,431,3,Female,90,2,4,healthcare_representative,3.0,single,13964.0,7,Yes,12,3,4,0,25,2.0,3,7,1,0,7.0
52,Yes,rarely,research_&_development,8,4,medical,433,3,Male,85,2,2,research_scientist,2.0,married,4941.0,2,No,15,3,1,0,11,3.0,2,8,2,7,7.0
27,No,rarely,research_&_development,5,3,life_sciences,434,3,Female,85,3,1,research_scientist,2.0,single,2478.0,1,Yes,12,3,2,0,4,2.0,2,4,3,1,2.0
